"season","month","weekday","hour","isweekday","isholiday","weathertype","temperature","humidity","windspeed","count"
2,4,6,22,0,0,1,13.12,61,19.9995,3.49656700985894
2,4,6,23,0,0,1,13.12,61,11.0014,3.44577788323082
2,4,7,0,0,0,1,12.3,65,12.998,3.04363583289252
2,4,7,1,0,0,1,12.3,61,7.0015,2.87401570364733
2,4,7,2,0,0,1,10.66,70,8.9981,2.47023705138063
2,4,7,4,0,0,1,11.48,70,6.0032,0.737812803212854
2,4,7,5,0,0,1,11.48,65,15.0013,1.06731624252221
2,4,7,6,0,0,1,11.48,65,12.998,2.83791886279778
2,4,7,7,0,0,1,13.12,57,15.0013,2.83791886279778
2,4,7,8,0,0,1,13.94,57,11.0014,3.664237552959
2,4,7,9,0,0,1,14.76,50,32.9975,4.97836715447415
2,4,7,10,0,0,1,16.4,43,27.9993,5.74938221447843
2,4,7,11,0,0,1,17.22,41,16.9979,5.99306125268353
2,4,7,12,0,0,1,18.04,38,19.0012,6.52182439197214
2,4,7,13,0,0,1,18.04,33,19.9995,6.87224425172217
2,4,7,14,0,0,1,18.86,31,8.9981,6.75997580253178
2,4,7,16,0,0,2,18.86,31,12.998,6.45206958018511
2,4,7,17,0,0,2,18.86,28,8.9981,6.23958791038409
2,4,7,19,0,0,2,17.22,44,12.998,5.00304731719127
2,4,7,20,0,0,3,17.22,41,15.0013,4.01978759074127
2,4,7,21,0,0,2,17.22,44,15.0013,3.22722043014058
2,4,7,22,0,0,1,16.4,43,7.0015,2.94393197632047
2,4,7,23,0,0,1,16.4,50,6.0032,2.76324407725734
2,4,1,0,1,0,1,16.4,50,15.0013,1.19902474051623
2,4,1,1,1,0,1,16.4,56,23.9994,1.69353895937081
2,4,1,2,1,0,1,15.58,66,16.9979,0.516001858451871
2,4,1,3,1,0,1,15.58,66,19.0012,0.213567546567729
2,4,1,4,1,0,1,15.58,71,19.9995,0.516001858451871
2,4,1,5,1,0,1,16.4,62,16.9979,1.31638990309835
2,4,1,6,1,0,1,17.22,58,19.0012,3.25603474882648
2,4,1,7,1,0,2,18.04,54,16.9979,5.1575514272822
2,4,1,8,1,0,2,18.86,55,19.9995,6.69573061867028
2,4,1,9,1,0,2,20.5,51,26.0027,5.16903703520608
2,4,1,10,1,0,2,22.14,45,23.9994,4.22052263058934
2,4,1,11,1,0,1,24.6,40,26.0027,4.74372960947035
2,4,1,12,1,0,1,26.24,36,31.0009,5.1575514272822
2,4,1,13,1,0,1,27.88,34,22.0028,4.94085822861403
2,4,1,14,1,0,2,30.34,27,32.9975,4.729970381243
2,4,1,15,1,0,1,31.16,23,36.9974,4.99073928471771
2,4,1,16,1,0,1,31.16,22,35.0008,5.50096141884692
2,4,1,17,1,0,1,30.34,23,40.9973,6.86611594556573
2,4,1,18,1,0,2,29.52,23,32.9975,6.98638777149689
2,4,1,19,1,0,1,28.7,24,31.0009,6.26986152358198
2,4,1,20,1,0,2,28.7,24,36.9974,5.33516690021661
2,4,1,21,1,0,2,28.7,30,30.0026,4.30578480887054
2,4,1,22,1,0,2,27.88,36,31.0009,3.94164990581534
2,4,1,23,1,0,2,26.24,47,15.0013,3.31230536000468
2,4,2,0,1,0,1,25.42,50,7.0015,2.37512942631115
2,4,2,1,1,0,3,25.42,57,27.9993,1.98233848926916
2,4,2,2,1,0,2,22.14,73,22.0028,1.06731624252221
2,4,2,3,1,0,2,22.14,73,22.0028,0.916335003091897
2,4,2,4,1,0,3,20.5,88,32.9975,0.516001858451871
2,4,2,5,1,0,3,18.86,94,19.9995,1.06731624252221
2,4,2,6,1,0,2,19.68,88,22.0028,3.01104835010761
2,4,2,7,1,0,2,19.68,88,22.0028,4.87698481252028
2,4,2,8,1,0,3,15.58,87,39.0007,5.1575514272822
2,4,2,9,1,0,3,14.76,87,32.9975,3.25603474882648
2,4,2,10,1,0,3,13.94,81,26.0027,2.64430559154906
2,4,2,11,1,0,3,13.12,81,30.0026,2.21988081021161
2,4,2,12,1,0,2,13.94,71,26.0027,3.01104835010761
2,4,2,13,1,0,2,14.76,63,27.9993,3.52145142734844
2,4,2,14,1,0,2,14.76,57,32.9975,3.96146831053982
2,4,2,15,1,0,1,16.4,46,31.0009,3.79714335493283
2,4,2,16,1,0,1,15.58,46,27.9993,4.82459924994307
2,4,2,17,1,0,1,17.22,38,27.9993,6.23196817610902
2,4,2,18,1,0,1,15.58,40,32.9975,6.1858083700368
2,4,2,19,1,0,1,14.76,43,19.9995,5.1918471795308
2,4,2,20,1,0,1,13.94,46,19.0012,4.23785103859896
2,4,2,21,1,0,1,13.94,46,35.0008,4.20305090980553
2,4,2,22,1,0,1,13.12,49,19.9995,3.25603474882648
2,4,2,23,1,0,1,12.3,49,19.0012,2.55972190637099
2,4,3,0,1,0,1,12.3,49,7.0015,1.98233848926916
2,4,3,1,1,0,1,10.66,60,8.9981,0.516001858451871
2,4,3,2,1,0,1,9.84,70,8.9981,1.06731624252221
2,4,3,3,1,0,1,10.66,60,8.9981,0.916335003091897
2,4,3,4,1,0,1,9.84,65,8.9981,0.213567546567729
2,4,3,5,1,0,1,9.84,70,7.0015,1.84594369330979
2,4,3,6,1,0,1,9.84,70,7.0015,3.52145142734844
2,4,3,7,1,0,1,10.66,65,7.0015,4.86399845329019
2,4,3,8,1,0,1,13.12,61,15.0013,6.60337412498623
2,4,3,9,1,0,1,14.76,46,16.9979,5.24795972053081
2,4,3,10,1,0,1,16.4,37,26.0027,3.81844184018853
2,4,3,11,1,0,1,17.22,38,26.0027,4.27208872664615
2,4,3,12,1,0,1,18.04,41,16.9979,4.87698481252028
2,4,3,13,1,0,1,18.86,38,32.9975,4.57284546703895
2,4,3,14,1,0,1,20.5,34,27.9993,4.61679443892087
2,4,3,15,1,0,1,21.32,32,22.0028,4.64562319424853
2,4,3,16,1,0,1,22.14,28,27.9993,5.29194684063244
2,4,3,17,1,0,1,21.32,32,30.0026,6.80413670283214
2,4,3,18,1,0,1,21.32,29,23.9994,6.60337412498623
2,4,3,19,1,0,1,20.5,31,19.9995,5.89995484368581
2,4,3,20,1,0,1,18.86,51,15.0013,4.96593013930703
2,4,3,21,1,0,1,18.86,41,19.0012,4.41972990253203
2,4,3,22,1,0,1,18.86,41,19.0012,4.11344124328261
2,4,3,23,1,0,1,18.86,41,19.9995,3.07561406137541
2,4,4,0,1,0,1,18.86,41,19.0012,2.27349476220013
2,4,4,1,1,0,1,17.22,47,8.9981,1.84594369330979
2,4,4,3,1,0,1,14.76,66,12.998,0.737812803212854
2,4,4,4,1,0,1,13.94,76,12.998,0.213567546567729
2,4,4,5,1,0,1,13.94,76,15.0013,1.19902474051623
2,4,4,6,1,0,1,13.12,81,16.9979,3.70955721719861
2,4,4,7,1,0,2,13.94,76,11.0014,5.1918471795308
2,4,4,8,1,0,1,14.76,76,12.998,6.52870820920303
2,4,4,9,1,0,2,16.4,66,8.9981,5.3028225381991
2,4,4,10,1,0,2,17.22,67,7.0015,4.30578480887054
2,4,4,13,1,0,2,21.32,48,6.0032,4.88989940211747
2,4,4,14,1,0,1,22.96,43,6.0032,5.1575514272822
2,4,4,15,1,0,1,24.6,38,7.0015,5.1918471795308
2,4,4,17,1,0,1,21.32,52,19.0012,6.7215957845537
2,4,4,18,1,0,1,19.68,55,16.9979,6.65650359432253
2,4,4,19,1,0,1,18.86,59,19.9995,5.84777815235986
2,4,4,20,1,0,1,18.04,62,11.0014,5.6376744324644
2,4,4,21,1,0,2,18.04,67,19.0012,4.51286687638612
2,4,4,22,1,0,2,16.4,76,12.998,4.0577617399466
2,4,4,23,1,0,1,15.58,76,16.9979,3.47134611217885
2,4,5,0,1,0,2,14.76,76,15.0013,2.51563357905137
2,4,5,1,1,0,2,13.94,76,8.9981,1.51988224454455
2,4,5,2,1,0,3,13.94,76,11.0014,1.84594369330979
2,4,5,3,1,0,3,13.94,76,11.0014,0.213567546567729
2,4,5,4,1,0,2,13.94,86,8.9981,0.213567546567729
2,4,5,5,1,0,2,13.12,87,12.998,1.51988224454455
2,4,5,7,1,0,3,13.94,87,11.0014,4.58759115709705
2,4,5,8,1,0,3,13.94,87,11.0014,5.80350472178642
2,4,5,9,1,0,2,14.76,76,12.998,5.46052155434867
2,4,5,10,1,0,2,14.76,71,19.0012,3.90141856544042
2,4,5,11,1,0,2,16.4,62,26.0027,4.355356094546
2,4,5,12,1,0,3,15.58,66,15.0013,4.0388625711096
2,4,5,13,1,0,3,14.76,76,19.0012,3.13784513431974
2,4,5,14,1,0,3,13.94,87,15.0013,1.98233848926916
2,4,5,15,1,0,3,13.94,87,15.0013,2.51563357905137
2,4,5,16,1,0,2,13.12,93,16.9979,3.61782367468086
2,4,5,17,1,0,3,13.12,93,16.9979,5.05165369831743
2,4,5,18,1,0,3,13.12,93,16.9979,3.664237552959
2,4,5,19,1,0,3,12.3,93,27.9993,3.44577788323082
2,4,5,20,1,0,2,12.3,93,22.0028,3.68703038322057
2,4,5,21,1,0,2,12.3,93,16.9979,3.47134611217885
2,4,5,22,1,0,2,12.3,93,19.9995,3.39355318287521
2,4,5,23,1,0,2,12.3,93,15.0013,2.90934089044764
2,4,6,0,0,0,2,12.3,87,15.0013,2.76324407725734
2,4,6,1,0,0,2,12.3,87,8.9981,2.27349476220013
2,4,6,2,0,0,2,13.12,87,15.0013,2.10618056274587
2,4,6,3,0,0,3,12.3,100,16.9979,1.91589545798165
2,4,6,4,0,0,3,12.3,100,16.9979,0.737812803212854
2,4,6,5,0,0,2,12.3,93,15.0013,1.06731624252221
2,4,6,6,0,0,2,12.3,93,12.998,1.84594369330979
2,4,6,7,0,0,2,12.3,93,11.0014,2.32519332155321
2,4,6,8,0,0,2,13.12,93,11.0014,3.47134611217885
2,4,6,9,0,0,2,13.94,87,7.0015,4.355356094546
2,4,6,10,0,0,2,13.94,87,8.9981,4.86399845329019
2,4,6,12,0,0,2,14.76,81,8.9981,5.62814585361899
2,4,6,14,0,0,2,14.76,81,8.9981,5.72189876702789
2,4,6,17,0,0,2,15.58,82,6.0032,6.10713034668625
2,4,6,18,0,0,2,15.58,82,7.0015,5.37765050686257
2,4,6,19,0,0,2,15.58,82,8.9981,4.82459924994307
2,4,6,20,0,0,2,15.58,87,11.0014,4.27208872664615
2,4,6,21,0,0,2,14.76,93,8.9981,3.94164990581534
2,4,6,22,0,0,2,14.76,93,8.9981,4.1676662161555
2,4,6,23,0,0,2,15.58,87,6.0032,3.54600969185393
2,4,7,0,0,0,2,15.58,87,6.0032,3.44577788323082
2,4,7,1,0,0,2,15.58,87,8.9981,2.97782371751616
2,4,7,2,0,0,2,15.58,87,6.0032,2.94393197632047
2,4,7,3,0,0,2,15.58,87,8.9981,2.04565907701362
2,4,7,4,0,0,2,14.76,93,7.0015,1.06731624252221
2,4,7,5,0,0,2,14.76,93,6.0032,0.916335003091897
2,4,7,6,0,0,2,14.76,93,6.0032,0.916335003091897
2,4,7,7,0,0,2,14.76,100,6.0032,1.6097976013647
2,4,7,8,0,0,2,15.58,94,6.0032,3.49656700985894
2,4,7,9,0,0,2,15.58,94,8.9981,4.0577617399466
2,4,7,11,0,0,2,16.4,87,8.9981,5.62814585361899
2,4,7,12,0,0,2,17.22,88,8.9981,5.88267530444253
2,4,7,13,0,0,1,18.86,82,7.0015,6.15460467434615
2,4,7,14,0,0,1,20.5,72,12.998,6.29235473205232
2,4,7,15,0,0,1,20.5,77,15.0013,6.40939047780063
2,4,7,16,0,0,2,21.32,72,11.0014,6.34415239299822
2,4,7,17,0,0,2,21.32,72,12.998,5.93418423984539
2,4,7,18,0,0,1,20.5,77,12.998,5.96798479664004
2,4,7,19,0,0,1,20.5,77,12.998,4.83780664256274
2,4,7,20,0,0,1,18.86,82,8.9981,4.25503885654418
2,4,7,21,0,0,1,18.04,88,12.998,4.30578480887054
2,4,7,22,0,0,1,18.04,94,16.9979,3.54600969185393
2,4,7,23,0,0,1,18.86,88,23.9994,2.80100970155622
2,4,1,0,1,0,1,19.68,88,22.0028,2.4234376429417
2,4,1,1,1,0,1,18.86,94,19.0012,0.916335003091897
2,4,1,2,1,0,1,18.86,94,19.0012,1.51988224454455
2,4,1,4,1,0,1,18.86,94,12.998,0.213567546567729
2,4,1,5,1,0,1,18.86,94,12.998,1.84594369330979
2,4,1,6,1,0,2,18.86,100,15.0013,3.64117125310736
2,4,1,7,1,0,2,20.5,88,15.0013,5.36709704593292
2,4,1,8,1,0,2,21.32,88,19.0012,6.52870820920303
2,4,1,9,1,0,2,22.96,83,19.0012,5.24795972053081
2,4,1,10,1,0,2,22.96,83,19.9995,4.32243593110251
2,4,1,11,1,0,2,24.6,73,19.9995,4.45121674439659
2,4,1,12,1,0,2,24.6,73,22.0028,4.87698481252028
2,4,1,13,1,0,2,26.24,69,27.9993,4.94085822861403
2,4,1,14,1,0,2,29.52,54,23.9994,5.01529202413132
2,4,1,15,1,0,1,30.34,48,35.0008,4.96593013930703
2,4,1,16,1,0,1,30.34,48,35.0008,5.92566759045783
2,4,1,17,1,0,1,30.34,48,35.0008,7.35298376612996
2,4,1,18,1,0,1,29.52,51,26.0027,6.96864737973666
2,4,1,19,1,0,1,29.52,51,30.0026,6.31466996729717
2,4,1,20,1,0,1,27.88,57,35.0008,5.25903016167343
2,4,1,21,1,0,1,27.06,61,16.9979,5.16903703520608
2,4,1,22,1,0,2,26.24,50,19.0012,4.23785103859896
2,4,2,0,1,0,2,25.42,50,7.0015,2.47023705138063
2,4,2,1,1,0,2,25.42,50,6.0032,1.84594369330979
2,4,2,2,1,0,2,24.6,53,8.9981,1.91589545798165
2,4,2,3,1,0,2,23.78,56,8.9981,0.213567546567729
2,4,2,4,1,0,2,22.96,64,8.9981,1.19902474051623
2,4,2,5,1,0,2,22.14,68,8.9981,2.04565907701362
2,4,2,6,1,0,2,22.14,68,19.0012,3.57025164061995
2,4,2,7,1,0,2,22.14,68,15.0013,5.50096141884692
2,4,2,8,1,0,3,19.68,88,26.0027,5.84777815235986
2,4,2,9,1,0,3,18.86,94,32.9975,3.47134611217885
2,4,2,10,1,0,3,20.5,82,27.9993,3.07561406137541
2,4,2,11,1,0,1,21.32,77,23.9994,3.33979413194887
2,4,2,12,1,0,2,22.96,64,31.0009,4.25503885654418
2,4,2,13,1,0,3,22.14,68,19.0012,4.48225756262964
2,4,2,14,1,0,2,20.5,82,19.0012,3.19793014053082
2,4,2,15,1,0,2,19.68,77,35.0008,4.00053292065611
2,4,2,16,1,0,2,19.68,77,26.0027,4.37162964206895
2,4,2,17,1,0,3,18.04,77,15.0013,6.36606488568263
2,4,2,18,1,0,3,18.04,77,15.0013,5.83015706082196
2,4,2,19,1,0,2,17.22,82,19.0012,4.82459924994307
2,4,2,20,1,0,2,17.22,82,19.0012,4.43553001381065
2,4,2,21,1,0,2,17.22,82,12.998,4.11344124328261
2,4,2,22,1,0,2,16.4,94,19.9995,3.47134611217885
2,4,2,23,1,0,2,16.4,94,16.9979,3.04363583289252
2,4,3,0,1,0,2,16.4,100,19.9995,1.98233848926916
2,4,3,1,1,0,2,16.4,100,19.9995,0.213567546567729
2,4,3,2,1,0,3,16.4,100,19.9995,0.516001858451871
2,4,3,3,1,0,3,16.4,94,22.0028,0.516001858451871
2,4,3,4,1,0,3,16.4,94,22.0028,0.737812803212854
2,4,3,5,1,0,3,15.58,94,16.9979,1.06731624252221
2,4,3,6,1,0,3,15.58,94,15.0013,2.87401570364733
2,4,3,7,1,0,3,14.76,100,15.0013,3.83951311381768
2,4,3,8,1,0,3,15.58,94,12.998,5.23683930794868
2,4,3,9,1,0,2,15.58,94,15.0013,3.73182521190391
2,4,3,10,1,0,2,16.4,87,12.998,3.25603474882648
2,4,3,11,1,0,2,17.22,82,12.998,3.64117125310736
2,4,3,12,1,0,3,17.22,82,16.9979,4.30578480887054
2,4,3,13,1,0,2,18.04,77,12.998,3.64117125310736
2,4,3,14,1,0,2,17.22,77,16.9979,4.48225756262964
2,4,3,15,1,0,2,18.04,72,19.0012,4.0577617399466
2,4,3,16,1,0,1,18.86,67,19.0012,4.97836715447415
2,4,3,17,1,0,1,18.86,67,19.9995,6.49412433922652
2,4,3,18,1,0,1,18.04,62,26.0027,6.57644364365243
2,4,3,19,1,0,1,18.04,62,16.9979,5.35649892243496
2,4,3,20,1,0,1,18.04,62,16.9979,4.7710028131669
2,4,3,21,1,0,1,17.22,67,11.0014,4.64562319424853
2,4,3,22,1,0,1,17.22,67,12.998,4.37162964206895
2,4,3,23,1,0,1,16.4,71,8.9981,3.664237552959
2,4,4,0,1,0,1,15.58,76,8.9981,2.32519332155321
2,4,4,1,1,0,1,15.58,76,15.0013,1.6097976013647
2,4,4,2,1,0,1,14.76,76,8.9981,0.737812803212854
2,4,4,3,1,0,1,13.94,81,8.9981,0.516001858451871
2,4,4,5,1,0,1,13.94,76,6.0032,1.91589545798165
2,4,4,6,1,0,1,13.94,76,7.0015,3.83951311381768
2,4,4,8,1,0,1,17.22,58,11.0014,6.68271277190316
2,4,4,9,1,0,1,18.86,51,8.9981,5.3028225381991
2,4,4,10,1,0,1,20.5,51,12.998,4.20305090980553
2,4,4,11,1,0,1,21.32,45,11.0014,4.61679443892087
2,4,4,12,1,0,1,22.14,42,8.9981,5.01529202413132
2,4,4,13,1,0,1,22.96,37,15.0013,5.18046875652202
2,4,4,14,1,0,1,22.96,35,6.0032,4.91551694168625
2,4,4,15,1,0,1,24.6,31,6.0032,4.97836715447415
2,4,4,16,1,0,1,24.6,26,7.0015,5.62814585361899
2,4,4,20,1,0,1,20.5,51,12.998,5.29194684063244
2,4,4,21,1,0,1,18.86,63,8.9981,5.01529202413132
2,4,4,22,1,0,1,19.68,55,7.0015,4.45121674439659
2,4,4,23,1,0,1,18.86,59,7.0015,3.28439082240997
2,4,5,4,0,1,1,15.58,82,6.0032,0.737812803212854
2,4,5,5,0,1,1,14.76,81,7.0015,1.84594369330979
2,4,5,6,0,1,1,14.76,81,6.0032,3.28439082240997
2,4,5,7,0,1,1,16.4,71,11.0014,5.06365254029709
2,4,5,8,0,1,1,18.04,62,19.9995,6.43080942760533
2,4,5,9,0,1,1,20.5,55,12.998,5.38815974347835
2,4,5,10,0,1,1,20.5,55,12.998,4.71612785822705
2,4,5,11,0,1,1,21.32,55,12.998,4.90274314402318
2,4,5,12,0,1,1,21.32,55,19.0012,5.60898297676316
2,4,5,13,0,1,1,22.14,52,16.9979,5.40904726329368
2,4,5,14,0,1,1,22.14,52,16.9979,5.22566839251231
2,4,5,15,0,1,1,22.14,52,30.0026,5.21444643386346
2,4,5,16,0,1,1,21.32,55,32.9975,5.99306125268353
2,4,5,17,0,1,2,20.5,63,26.0027,6.643311051724
2,4,5,18,0,1,2,18.86,67,26.0027,6.15460467434615
2,4,5,19,0,1,1,17.22,77,26.0027,5.69412457380456
2,4,5,20,0,1,2,16.4,76,22.0028,4.65990060001007
2,4,5,21,0,1,2,16.4,76,19.9995,4.41972990253203
2,4,5,22,0,1,2,15.58,82,26.0027,4.0388625711096
2,4,5,23,0,1,2,14.76,81,12.998,3.70955721719861
2,4,6,0,0,0,2,14.76,81,15.0013,3.16814505115212
2,4,6,1,0,0,2,14.76,87,19.0012,2.83791886279778
2,4,6,2,0,0,2,14.76,87,8.9981,2.47023705138063
2,4,6,3,0,0,2,14.76,87,11.0014,1.91589545798165
2,4,6,4,0,0,2,14.76,87,15.0013,1.06731624252221
2,4,6,5,0,0,2,15.58,87,19.0012,0.916335003091897
2,4,6,6,0,0,3,16.4,82,22.0028,1.6097976013647
2,4,6,7,0,0,2,16.4,82,27.9993,2.32519332155321
2,4,6,8,0,0,3,16.4,87,23.9994,3.22722043014058
2,4,6,9,0,0,3,16.4,100,19.9995,2.68494691032589
2,4,6,10,0,0,3,17.22,94,26.0027,2.37512942631115
2,4,6,11,0,0,3,17.22,94,30.0026,2.76324407725734
2,4,6,12,0,0,2,18.86,88,39.0007,2.80100970155622
2,4,6,13,0,0,3,18.86,94,35.0008,3.57025164061995
2,4,6,14,0,0,3,21.32,83,39.0007,3.68703038322057
2,4,6,15,0,0,3,21.32,83,39.0007,4.00053292065611
2,4,6,16,0,0,3,20.5,88,31.0009,2.83791886279778
2,4,6,17,0,0,3,20.5,88,39.0007,1.98233848926916
2,4,6,18,0,0,2,20.5,94,26.0027,3.01104835010761
2,4,6,19,0,0,2,21.32,94,27.9993,3.86036277165321
2,4,6,20,0,0,3,18.04,94,15.0013,3.44577788323082
2,4,6,23,0,0,2,18.04,77,19.0012,2.90934089044764
2,4,7,0,0,0,2,18.04,77,19.0012,2.83791886279778
2,4,7,1,0,0,1,17.22,67,15.0013,2.76324407725734
2,4,7,2,0,0,1,16.4,62,12.998,2.68494691032589
2,4,7,3,0,0,1,16.4,66,8.9981,2.51563357905137
2,4,7,4,0,0,1,14.76,76,7.0015,1.31638990309835
2,4,7,5,0,0,1,14.76,71,11.0014,0.737812803212854
2,4,7,6,0,0,1,14.76,66,30.0026,1.42260851646908
2,4,7,7,0,0,1,14.76,50,23.9994,2.04565907701362
2,4,7,8,0,0,1,15.58,46,26.0027,3.16814505115212
2,4,7,9,0,0,1,16.4,43,19.0012,4.41972990253203
2,4,7,10,0,0,1,17.22,44,30.0026,5.71267336264521
2,4,7,11,0,0,1,18.86,41,27.9993,6.45912148336399
2,4,7,12,0,0,1,18.86,38,26.0027,6.79158574495249
2,4,7,13,0,0,1,20.5,34,26.0027,6.7215957845537
2,4,7,14,0,0,1,21.32,34,26.0027,6.83528607244151
2,4,7,15,0,0,1,22.14,32,35.0008,6.99815775682739
2,4,7,16,0,0,1,22.14,30,23.9994,6.7215957845537
2,4,7,17,0,0,1,22.96,30,30.0026,6.4731736652007
2,4,7,18,0,0,1,22.96,30,26.0027,6.26232365999718
2,4,7,19,0,0,1,22.96,30,19.9995,5.70341538841587
2,4,7,20,0,0,1,21.32,36,12.998,4.96593013930703
2,4,7,21,0,0,1,20.5,42,12.998,4.09504751138744
2,4,7,22,0,0,1,20.5,39,7.0015,3.83951311381768
2,4,7,23,0,0,1,18.04,67,11.0014,3.52145142734844
2,4,1,0,1,0,1,18.86,47,6.0032,3.04363583289252
2,4,1,1,1,0,1,18.86,47,8.9981,2.21988081021161
2,4,1,2,1,0,1,17.22,67,7.0015,2.04565907701362
2,4,1,3,1,0,1,17.22,62,7.0015,1.31638990309835
2,4,1,4,1,0,1,16.4,87,11.0014,1.19902474051623
2,4,1,5,1,0,1,16.4,76,6.0032,2.04565907701362
2,4,1,9,1,0,2,20.5,55,7.0015,5.29194684063244
2,4,1,10,1,0,2,21.32,55,7.0015,4.5280140553826
2,4,1,11,1,0,2,22.14,52,6.0032,4.729970381243
2,4,1,12,1,0,2,22.96,49,6.0032,5.45031016463624
2,4,1,13,1,0,2,22.96,49,11.0014,5.29194684063244
2,4,1,14,1,0,2,23.78,49,12.998,5.00304731719127
2,4,1,15,1,0,2,24.6,43,12.998,5.36709704593292
2,4,1,16,1,0,1,24.6,46,19.0012,5.65662737517647
2,4,1,17,1,0,1,23.78,49,19.0012,7.22459457548228
2,4,1,18,1,0,1,26.24,31,23.9994,6.84147736043572
2,4,1,19,1,0,1,22.96,46,16.9979,6.32944953191688
2,4,1,20,1,0,1,24.6,33,19.9995,5.24795972053081
2,4,1,21,1,0,1,22.96,37,19.0012,5.08747188924512
2,4,1,22,1,0,1,21.32,55,19.0012,4.22052263058934
2,4,1,23,1,0,1,20.5,59,16.9979,3.25603474882648
2,4,2,0,1,0,1,20.5,55,15.0013,2.51563357905137
2,4,2,1,1,0,1,18.86,63,15.0013,1.31638990309835
2,4,2,2,1,0,1,18.86,67,19.0012,1.84594369330979
2,4,2,3,1,0,1,19.68,63,15.0013,0.737812803212854
2,4,2,4,1,0,1,18.86,67,6.0032,1.06731624252221
2,4,2,5,1,0,2,18.86,72,12.998,2.16417655412005
2,4,2,8,1,0,2,20.5,68,8.9981,6.77265997415894
2,4,2,9,1,0,3,21.32,63,6.0032,5.21444643386346
2,4,2,10,1,0,2,20.5,72,15.0013,3.94164990581534
2,4,2,11,1,0,2,22.14,68,11.0014,3.88099619576357
2,4,2,12,1,0,2,22.14,64,6.0032,4.43553001381065
2,4,2,13,1,0,2,22.14,68,15.0013,4.81131620430856
2,4,2,14,1,0,2,22.14,64,12.998,4.49761527922688
2,4,2,15,1,0,2,22.14,65,11.0014,4.78451904170522
2,4,2,16,1,0,1,22.96,52,19.9995,5.53087573997192
2,4,2,17,1,0,1,22.96,60,7.0015,7.13037058541953
2,4,2,18,1,0,2,22.14,64,8.9981,7.18614004802286
2,4,2,19,1,0,2,20.5,72,12.998,6.25476552224994
2,4,2,20,1,0,2,20.5,72,15.0013,5.28102321177945
2,4,2,21,1,0,2,20.5,72,8.9981,4.71612785822705
2,4,2,22,1,0,1,19.68,77,6.0032,4.57284546703895
2,4,2,23,1,0,1,18.86,88,6.0032,3.41985091112851
2,5,7,0,0,0,1,17.22,67,6.0032,4.32243593110251
2,5,7,1,0,0,1,17.22,69,7.0015,3.5941866521041
2,5,7,2,0,0,1,17.22,77,7.0015,3.36687204032087
2,5,7,3,0,0,1,16.4,82,7.0015,2.4234376429417
2,5,7,4,0,0,1,16.4,76,7.0015,2.10618056274587
2,5,7,5,0,0,1,16.4,82,6.0032,1.6097976013647
2,5,7,6,0,0,2,16.4,82,6.0032,1.84594369330979
2,5,7,7,0,0,2,17.22,77,6.0032,2.83791886279778
2,5,7,8,0,0,2,18.04,77,8.9981,3.5941866521041
2,5,7,9,0,0,2,18.86,72,8.9981,4.96593013930703
2,5,7,10,0,0,2,19.68,63,12.998,6.16243852156586
2,5,7,11,0,0,1,18.86,82,7.0015,6.05068986358753
2,5,7,12,0,0,2,19.68,77,7.0015,6.29235473205232
2,5,7,13,0,0,2,20.5,63,11.0014,6.64991471653099
2,5,7,14,0,0,2,20.5,68,7.0015,5.95113733649157
2,5,7,16,0,0,2,20.5,72,12.998,5.74025293101031
2,5,7,17,0,0,2,19.68,82,16.9979,5.57022566032061
2,5,7,18,0,0,2,18.86,82,6.0032,5.18046875652202
2,5,7,19,0,0,2,18.86,84,7.0015,5.38815974347835
2,5,7,23,0,0,1,18.86,77,12.998,5.02747416324039
2,5,1,0,1,0,1,18.86,72,8.9981,5.37765050686257
2,5,1,1,1,0,1,18.86,72,8.9981,4.6022403255315
2,5,1,2,1,0,2,18.04,77,15.0013,2.90934089044764
2,5,1,3,1,0,1,18.04,77,8.9981,2.04565907701362
2,5,1,4,1,0,1,18.04,77,11.0014,2.10618056274587
2,5,1,5,1,0,2,18.04,77,8.9981,2.27349476220013
2,5,1,6,1,0,1,18.04,88,7.0015,3.664237552959
2,5,1,7,1,0,2,18.86,82,22.0028,5.69412457380456
2,5,1,8,1,0,2,19.68,77,15.0013,6.89663389176728
2,5,1,9,1,0,2,20.5,77,19.0012,5.3244320900404
2,5,1,10,1,0,2,22.14,77,15.0013,4.51286687638612
2,5,1,11,1,0,1,23.78,73,19.9995,4.82459924994307
2,5,1,12,1,0,1,25.42,69,15.0013,5.48082186889091
2,5,1,13,1,0,2,25.42,69,12.998,5.3028225381991
2,5,1,14,1,0,1,26.24,69,15.0013,5.41942638992626
2,5,1,15,1,0,1,27.06,61,12.998,5.13441614676533
2,5,1,16,1,0,1,27.06,61,15.0013,6.20127995340704
2,5,1,17,1,0,1,27.06,65,12.998,7.77043186504345
2,5,1,18,1,0,2,26.24,65,12.998,7.68163869052071
2,5,1,19,1,0,2,25.42,69,8.9981,6.52870820920303
2,5,1,20,1,0,2,25.42,69,8.9981,5.77658194448653
2,5,1,21,1,0,2,24.6,73,7.0015,5.89995484368581
2,5,1,23,1,0,2,22.96,83,12.998,3.70955721719861
2,5,2,0,1,0,2,22.96,83,15.0013,2.04565907701362
2,5,2,1,1,0,2,22.96,78,16.9979,1.91589545798165
